-0.59436,-0.06926,-0.41907,-0.19755,-0.34712,-1.0334,-0.46304,1.7652,-1.1109,-0.94498,-0.15538,0.31793,-1.8003,-0.90016,0.26158,1.4233,-1.4854,0.19936,0.27176,0.27061,2.2073e-16,-0.67206,0.69808,0.18751,0.33529,-0.6666,1.2727,0.76804,-0.18103,0.76752,-1.1832,1.4441,-2.254e-17,0.020196,0.88682,-1.0408e-16,0.72073,-0.42625,0.59355,0.98476,0.080995,-0.26518,-1.4045,0.21569,0.19649,-0.18476,0.3801,-0.31205,-0.47247,-0.72577,-1.3902,-0.93175,-0.96468,-0.99309,-0.5867,-0.39205,-0.93932,-0.1078,-1.4617e-16,1.3672,0.85541,0.46647,0.26139,-0.039243,-0.60336,-0.29126,0.21475,0.57397,-0.46213,0.42935,0.28205,0.0093347,0.17983,0.060401,1.5456,-0.71961,0.21028,-0.13372,-0.01648,0.95425,-0.094735,-0.92547,0.034926,-0.48205,-0.30505,0.19728,-0.20449,0.14633,-0.019753,-0.95748,-0.1651,0.86373,-0.99522,-0.62092,0.28708,0.98813,-1.3845,-0.57118,0.85885,2.2118,-1.2266,0.83137,2.4305e-16,-3.3178e-16,-5.3238e-17,-1.4985,0.39915,-0.45211,0.10537,-1.4841,1.1307,-0.97437,0.28236,-2.01,1.2329,-0.65508,0.89159,-8.1089e-17,0.54768,-1.342,0.48668,0.49361,0.9773,-0.57217,7.7411e-17,-1.412e-17,1.3153,0.10437,-1.4203,-1.4628,0.45785,-1.234,0.15283,0.92623,0.76937,0.10307,0.066485,-0.24609,1.1849,-0.57168,6.1211e-16,0.22237,-0.69066,0.47233,0.70637,0.33424,1.0677,0.13364,-0.053802,-0.2405,-1.317,-0.5933,-0.66007,-0.54816,-0.12157,-0.030176,-0.52444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.54078,-0.26662,-0.79463,-0.26558,0.016018,-0.071058,1.3669,0.58701,1.0539,2.045,-0.43426,1.2021,0.13614,0.074624,-0.026664,2.0903,0.98775,1.2791,-0.33951,-1.2232,-0.61049,0.15999,1.3943,-0.38376,-0.12168,-0.97673,0.99243,0.51504,-0.38677,1.109,-0.25265,1.8119,1.9263,-0.23245,0.78816,-1.0408e-16,0.79365,-0.055949,1.2517,1.0623,-0.17148,-0.40874,-0.4042,-1.1311,1.5638,0.14413,0.8973,0.9818,1.1874,1.6717,0.58224,0.83679,1.7824,0.71118,0.75206,-0.24891,0.91988,-1.7316,-0.61589,-0.63039,0.81397,1.2651,-0.86745,-1.3353,-1.9431,-1.8059,-1.7107,0.4321,-0.41319,0.7033,-1.6561,-1.0744,-0.29726,0.50644,-0.20277,1.0036,-1.0499,-1.1281,-1.3118,-2.073,-1.7319,1.1141,-1.0667,-0.34841,0.067247,-0.69675,-1.5043,-0.93744,-0.7172,-0.88056,1.0841,2.1939,0.70523,1.8567,-1.315,0.64837,-0.73287,-0.79974,-0.87197,1.7924,0.43174,0.83137,-0.57779,-1.3392,-0.8511,-0.17958,1.5662,-0.90935,-0.2523,-1.5814,1.0316,-0.94668,1.0428,-0.4809,1.9751,-0.65508,1.0027,-8.1089e-17,0.91324,-0.53436,1.6003,0.41583,1.3082,-0.65904,-0.83259,-0.91502,-0.27346,-0.51364,-0.34292,-0.42492,2.1105,-0.65312,1.6869,0.8174,-1.1901,0.46456,-0.72467,-0.3352,-0.46272,9.2979e-16,0.66829,-0.7339,0.054293,-1.5272,1.0719,-1.2432e-16,0.21485,0.33216,0.59783,1.0262,-0.32733,-0.0201,1.3114,-0.15616,-0.02603,-1.0871,0.1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
-0.06463,-0.9484,-0.52339,-0.3336,-0.2693,-0.95095,0.22649,0.53464,0.35034,0.93109,-0.29482,0.42404,-0.28481,1.266,0.77401,1.1693,0.46015,1.9202,-1.0017,-0.99204,-1.0081,-0.49791,-0.52501,0.68507,-1.2465,0.477,-0.40892,0.29577,0.62135,0.44881,0.12801,0.46336,1.033,0.089098,-0.1492,0.35492,0.83011,0.64351,-0.017618,-0.9235,0.047332,-0.18314,-0.12994,-0.29805,-0.042233,0.90312,2.3504,1.4439,0.64166,1.8848,0.08912,0.97715,0.46068,-1.7441,-0.6392,0.79394,0.80888,-0.48905,-1.3927,-0.043794,0.44099,-1.7807,-1.8466,-2.0029,-1.6004,-0.37732,-1.0496,0.78033,-0.46213,0.21767,-1.9849,-2.6028,-0.19786,0.46927,0.46969,0.24423,-0.5365,-0.46519,-1.381,-1.863,-0.47912,-0.99728,0.16203,0.7541,-0.1905,-1.1749,-0.77642,-0.57618,-0.53366,-1.4959,0.14719,-0.27085,0.30725,1.0308,-0.55209,0.35108,-0.50013,1.3944,0.81664,1.2587,0.39226,2.2062,-0.96309,-0.844,-0.88947,-0.57037,-0.45824,0.82817,-1.3492,0.65558,-0.31616,0.88056,0.72107,0.49219,0.74662,0.28335,0.13581,0.43209,1.3763,0.91386,0.27656,0.51306,-0.96697,0.014244,-0.11364,-0.2028,0.37147,-0.74025,0.81427,-0.078952,1.6619,-1.5107,1.1264,0.43651,-1.3534,-1.1148e-16,-6.5744,1.2985,-0.73733,1.3426,2.3019,1.0025,1.8307,-0.60326,-0.6512,0.42382,2.2557,1.0022,0.18079,1.5329,-0.73971,0.43846,-0.17584,-2.9358,-1.491,0.42281,0.28741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.86871,-0.087202,0.16513,-1.1045,-0.035858,0.58886,-0.64868,0.27282,0.2421,0.34482,0.039841,-0.60164,-1.0425,-0.90016,0.54982,0.057634,0.36122,-0.37426,2.8697,2.1913,1.3379,1.1855,-1.0331,1.2748,0.75711,1.9307,0.46486,1.915,2.2673,2.1562,2.2005,0.56552,1.098,1.2604,0.52504,1.6111,0.90303,1.8984,0.82861,0.14699,2.3196,2.2164,1.9996,-0.21474,-0.34607,-1.6015,0.3801,-0.011695,-1.0182,-1.7647,-0.48619,-0.0053718,-0.18721,-0.53091,-0.035446,0.63036,-0.68958,-1.6752,-1.0635,0.28914,0.56532,-0.95427,-0.33759,-0.29452,0.0042065,-0.10193,0.032953,-0.21277,0.71254,0.55388,-1.2321,-0.51866,0.31898,-0.53432,-0.50537,-0.42753,-0.5365,0.52922,-0.21424,-0.27938,-1.675,-1.2271,-0.6218,0.11932,1.0409,-0.052212,0.26345,-1.389,0.053663,0.92698,-0.75497,-0.1926,0.41579,0.56402,0.17265,-0.58327,-1.0122,-1.074,0.81664,0.15303,0.5502,-0.30081,1.5939,0.84659,-0.19895,-0.42382,-3.0542,-0.29207,-0.58613,0.50969,-0.89096,0.88056,0.51634,0.99264,-1.1985,-0.59453,-0.77558,0.023075,-0.50027,0.329,-0.31178,0.80476,-1.2152,1.1871,0.77885,0.83502,1.3153,0.33098,-0.50253,-1.1416,0.26897,-1.483,0.27083,0.30047,-0.21036,1.0068,0.66585,0.22916,-1.1492,9.2979e-16,-0.93263,-1.0862,0.65598,0.0034841,0.001477,-1.3977,0.97636,0.38179,-0.7315,-1.5705,-0.038665,0.59131,0.30839,-0.04925,0.48351,1.1778,-0.30303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.39256,1.2764,0.16513,0.3693,0.35322,0.3139,0.22649,-0.43409,-0.35323,-1.2674,-0.96414,-1.3797,0.13614,-2.0555,-0.058691,-0.89518,-1.0238,0.77299,-0.57723,-0.24512,-0.43156,-0.92361,0.99915,-1.4895,-1.1411,-1.1899,0.82757,1.0379,-1.2097,1.2,-1.9656,1.5871,-1.1271,-2.9426,0.55793,-1.0408e-16,1.14,-1.7634,0.53087,1.4967,-1.0804,-1.1265,-1.2431,-1.6032,1.4335,-0.69075,-0.18635,-2.7611,-2.7007,-0.51266,1.9246,3.251,2.1193,-0.47314,2.3008,2.6547,1.9188,1.4313,3.1626,-0.50355,2.8032,2.3887,2.2887,1.9441,1.3206,0.29394,0.082534,0.54818,0.092577,-1.6626,2.6009,1.7878,1.3328,-2.3928,-0.77436,-0.60278,-0.11644,-0.27021,1.3777,3.404,1.457,-1.6292,-0.17692,-5.7956e-17,0.0099707,0.59232,0.41943,0.77853,0.56757,0.31165,0.63297,1.0202,-0.12691,-1.1954,-0.93353,-1.2628,0.61703,-2.2168,0.26784,-0.68573,-0.83178,0.8718,-0.35012,0.043984,-0.16058,-0.88788,1.6852,-1.6409,-0.96764,-1.2167,1.3488,-1.3066,1.9495,-1.9822,2.3846,-3.4098,1.2917,-8.1089e-17,2.0343,-2.0661,1.2011,1.5437,2.4458,-1.2455,-1.0309,-1.4238,2.1017,-0.47244,0.515,0.26702,-0.014337,-0.79143,-0.28968,-0.7606,-1.0595,0.7658,-0.22121,0.37767,-0.15379,-1.1077,-1.4227,-2.0954e-16,1.5905e-16,-1.7892,1.3329,-1.2484,-0.66851,-3.291,-3.4684,-1.0639,2.3531,3.8777,2.3491,-1.0471,2.3306,2.8891,2.0587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
0.51555,0.28957,0.24858,0.55069,0.067895,-0.29103,0.41213,0.53464,-0.38029,1.0777,0.011952,1.7327,1.1043,0.32735,0.61387,2.535,1.3175,0.73925,0.27176,-0.26291,2.2073e-16,0.17934,1.526,-0.070483,0.79227,0.26378,1.2727,1.2572,0.08643,1.1545,-0.52757,0.62681,-2.254e-17,0.043163,0.34414,-1.0408e-16,0.55667,0.21149,1.3144,0.95373,0.2998,-0.26518,-1.4045,1.9374,1.1297,2.8088e-16,1.6361,0.28866,-0.085932,0.63278,-0.56838,-0.061516,-0.005799,-1.6286,-0.19295,0.11915,-0.10684,-1.2657,-1.4617e-16,1.6209,1.9329,2.3794,3.5558,1.6888,0.51051,0.61236,1.3964,2.6633,-1.0332,0.40445,1.7097,-1.6441,-0.61531,1.287,0.90679,-1.2453,-0.37314,0.23675,-0.77784,-0.095649,-1.2621,-1.184,1.9204,-0.13125,0.0099707,-0.073004,-0.23049,0.11623,-0.64379,-1.1882,-0.1651,-0.1926,-1.2485,0.63584,-0.74281,1.243,0.29119,-0.52547,-0.069882,2.2881,0.78711,0.14397,2.4305e-16,-3.3178e-16,-5.3238e-17,-0.74133,1.1136,-1.0922,0.39151,-0.63312,0.85325,-1.0021,0.39935,-1.5096,-0.14915,-1.0183,-0.15317,-8.1089e-17,-0.012852,-0.84071,1.1801,0.78532,0.64636,-0.59389,7.7411e-17,-1.412e-17,2.5422,3.1327,2.7097,1.2061,1.8272,0.28739,0.15283,-0.86943,-0.99414,-1.2224,-1.2761,-1.2857,-1.6298,-0.34197,-4.2325,-1.6902,-3.6132,1.6996,0.91522,-1.2432e-16,1.5246,-0.089707,-0.52298,0.23451,-1.5232,-0.78437,-0.59089,-2.5794,-0.75849,-0.28183,-0.74586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
0.41465,0.97136,0.26945,-0.10686,-0.55462,-1.2809,-0.59564,-0.14609,1.6492,0.90178,-0.043825,0.95456,-0.49529,1.1577,0.9982,1.9633,1.2186,0.87422,0.27176,-0.40518,2.2073e-16,-0.26571,0.11476,0.13223,1.3547,0.92281,1.2727,1.7463,0.90939,0.63093,0.043421,0.91286,-2.254e-17,0.57142,0.4757,-1.0408e-16,0.7025,1.3224,1.3771,0.98476,1.4443,-0.26518,-1.4045,0.24346,0.60884,2.8088e-16,0.45399,0.86628,-0.76805,-0.13973,-0.13004,0.078844,0.71984,0.30678,0.85706,0.1396,-0.46758,-1.8305,-1.4617e-16,-0.21819,1.1455,-1.4279,-1.5125,-1.0604,-1.1642,-1.3068,-1.3801,0.25154,-0.67422,-0.28042,-1.5523,-1.4357,0.73643,0.13474,2.1508,2.4056,2.1706,1.9136,-0.27356,-0.39312,-1.8316,-0.75312,0.73402,0.052501,0.0099707,0.80023,-0.074505,-0.63639,-1.3779,-2.3804,-1.3448,-0.7012,1.6459,0.56402,-0.62838,0.47849,-1.2449,0.75445,0.64778,1.7543,0.86608,0.46745,2.4305e-16,-3.3178e-16,-5.3238e-17,-1.645,-0.9822,-1.138,0.84456,-0.1225,0.6154,-0.22686,-0.68279,-1.1482,-0.097966,-0.74589,-0.24209,-8.1089e-17,-0.11034,0.2733,0.96995,1.0965,0.43952,0.60065,7.7411e-17,-1.412e-17,-0.19481,-0.47244,0.87413,1.0825,1.6147,-0.044553,0.91985,0.59975,-1.0595,-0.25842,-0.94044,-0.60252,-0.60002,9.2979e-16,-0.34454,-0.8094,-0.17492,0.10001,0.4453,-1.2432e-16,0.27577,0.67958,-1.1485,-0.49384,-0.616,-0.28759,0.58509,0.057658,0.70644,-0.080507,-0.96727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
0.94439,0.37928,0.20685,1.0042,0.11977,0.69885,1.0221,1.2416,1.4083e-17,-0.27077,-0.15538,0.49477,0.5571,0.76058,0.80604,0.15292,0.13039,-0.37426,-0.71307,9.872e-17,-0.03393,0.25674,0.077128,-0.97346,1.5656,-4.0349e-17,0.51432,2.3407e-17,-1.292,0.28945,1.3546,-0.74212,-0.68862,-1.5937e-17,0.6566,-1.0408e-16,0.68428,-0.6114,0.81294,-8.6121e-17,-1.8546,0.35008,-0.6462,0.8405,0.087982,-0.33656,-0.16172,-0.35826,-1.2228,-0.45938,-1.3902,-1.9704,0.046032,-0.90643,-1.0067,-0.98504,-0.38434,0.35817,1.4511,0.7489,1.1869,0.048609,4.7957e-17,-0.0097877,0.043153,-0.14496,-0.57855,-0.88343,0.48414,-0.19326,0.20417,0.62764,0.25934,0.097571,2.0836,-1.5374,-0.32647,-1.2646,0.032959,0.3943,0.37506,-0.25042,0.3527,0.88774,0.52546,0.051744,-0.23049,0.74842,-0.53366,0.23473,0.66767,1.2158,1.2479,-0.98,-0.93353,-0.20103,-0.26739,0.06878,0.22562,-0.53323,-0.59487,-1.15,2.4305e-16,-3.3178e-16,-0.67847,-1.1565,0.44678,-1.5266,0.72533,-0.07387,1.0515,-1.0021,0.57484,-0.78672,-0.021185,0.10172,0.62484,-8.1089e-17,0.35271,-1.0635,1.4742,0.20191,0.35679,-1.0065,7.7411e-17,-1.412e-17,0.87482,-0.47244,-0.46263,0.044609,0.43424,-1.8703,-0.31918,1.0895,0.63874,0.54489,0.28225,0.58559,0.42974,-2.5625,-0.050493,-2.0954e-16,1.5905e-16,1.1342,0.65415,0.24465,0.45853,0.13364,-0.83576,0.10784,-1.2346,-1.9308,0.75803,-0.33434,-0.56742,-0.68449,0.25051,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.97275,-0.21279,-0.33561,0.18791,-1.0734,-0.5385,-0.46304,0.58701,-0.65089,0.46208,-0.46215,1.3082,-0.20062,1.0133,-0.79531,1.201,-1.6173,0.77299,0.18686,0.37731,0.045595,-0.11091,0.41583,-0.015198,0.14196,-0.08511,0.64622,-0.27769,0.045282,-0.87155,0.12801,0.72897,0.78939,-0.23245,0.064579,-0.26382,0.265,-0.79655,0.60922,0.64344,-0.18831,-0.26518,-0.6462,0.21569,0.95608,-0.69075,-0.55577,-0.40447,0.07323,0.25985,1.1302,1.5105,0.46068,0.85561,0.72581,1.5505,1.5859,0.68294,0.42417,-0.59868,0.44099,0.49433,0.019498,-0.019606,-0.32294,0.070187,-0.17364,0.25154,0.14152,-0.0064744,-0.0034876,0.14828,1.0247,-0.98035,-0.50537,0.27344,-0.48982,-0.27021,0.41858,0.088083,0.7025,-0.96856,-0.19811,0.85433,-0.84918,-0.031421,-0.17849,0.53769,-1.1944,-0.3806,-0.30389,1.1767,-0.52489,0.95901,-0.28508,0.64837,0.1981,1.7601,-0.70311,0.19116,-1.5425,1.1548,0.12274,0.33429,-0.026315,-0.3017,0.54205,-0.22349,0.34382,-0.26839,0.79379,-0.088431,-1.2385,0.26977,0.87459,-0.38263,0.24695,-0.76574,0.4502,-1.2863,0.92793,-0.30371,0.95661,-0.48529,-0.43592,-1.0371,-1.1543,-1.6467,0.23568,0.36587,2.3466,0.59168,1.6279,1.0079,-0.27568,1.2277,-0.029413,0.97173,-1.3552,-0.073977,0.014851,-1.212,-2.5244,-0.093043,0.57583,-1.4873,-1.3691,-0.95826,-0.49691,-0.36717,0.82733,1.1645,-0.17584,0.27147,0.19689,1.3539,1.3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.8809,-0.48192,0.62414,0.48267,-0.21743,-0.48351,1.4464,1.3463,5.2212,6.4714,4.4183,5.6939,2.8303,1.4104,-0.85936,0.62932,1.4824,3.6074,0.27176,0.14612,2.2073e-16,-2.8199,-0.43092,0.90621,1.0735,2.8223,3.4819,2.4884,1.4032,1.6781,-1.733,-0.96688,-2.254e-17,-2.5062,-2.1719,-1.0408e-16,0.19208,1.3841,0.98532,1.1554,-0.59226,-0.26518,-1.4045,-1.0062,2.8442,1.3079,0.67564,0.63523,0.55071,0.81925,-0.73275,-1.1563,-0.21312,0.59564,-0.087946,-0.49429,-0.13459,-1.2233,-1.4617e-16,-0.32916,2.223,1.4136,1.3672,0.80515,0.17557,0.5349,0.75188,1.1801,-0.73948,0.01843,0.86177,-0.094874,0.11025,1.9189,1.0749,0.56551,-1.0032,-2.064,-1.5293,-1.443,-1.2194,-1.3133,8.3181,4.5962,-3.8562,-1.7987,-0.80241,-1.1783,-2.5526,-2.9958,-0.23449,2.4678,4.7936,5.8065,3.7582,4.3008,0.33774,-0.98258,-3.7004,-1.5626,-0.59487,1.9635,2.4305e-16,-3.3178e-16,-5.3238e-17,-4.3072,-1.1013,0.37093,1.0353,2.8196,3.7272,1.0744,1.3645,-2.8163,-1.8895,-4.0758,-3.3097,-8.1089e-17,-0.23219,1.0253,0.94894,2.4189,1.1428,-1.5278,7.7411e-17,-1.412e-17,-4.093e-18,-1.0493,-0.52248,-2.0806,-2.0211,-4.1939,-0.52569,0.70858,-0.047073,2.7339,1.3132,-2.2671e-16,-0.60002,0.84486,2.3345,1.1535,2.2318,-1.1273,3.1604,1.2599,0.54991,0.45624,0.38931,0.67786,-1.482,-1.9308,-0.62548,0.41402,-0.37634,-0.86065,-0.52444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
